State ID,Year,sorrow,afraid,anxiety,endure,stress,tragedy,brain,lonely,watch,medication,parents,poverty (real),listening,irritable,abuse,improvement,alienation,studies,needy,level,courage,clarity,upset,world health organization,degree,label,healthy,poor,friends,patience,gain,understanding,suicide,heal,esteem,hurt,home,anger,low,condition,strength,substances,media,education (real),pizza,victim,observation,antisocial,withdrawn,treatment,wailing,abandoned,weak,warning,doctor,education,talk,effect,mental health,burger,insecure,affect,drugs,skills,programs,pessimistic,personal,fast food,quality,immune,data,fight,inadequate,fatigue,mental,foreign born  (real),cooperative,scared,isolated,evaluation,disease,grieving,tack,family,prevention,shopping,oppressed,trajectory,ability,triumph,concern,alone,shattered,troubled,thoughts,substance abuse,separation,time,withdrawal,melancholy,bikini,overwhelmed,zero,descent,normal,communication,hereditary,unusual,confusion,eat,bipolar,diet,child,failure, endless,fear,inability,suffer,fat,irrational, confused,defensive,happy,health (real),rejected,homesick,antidepressant,median age (real),agitated,peers,broken,pills,grief,trapped,amenorrhea,crying,medicine,cycle,frustration,death,empty,treat, Crushing,morbid,option,wretched,sleep,clinical,stigma,organize,cure,reality,agony,isolation,teenagers,die,consumed,involvement,interfere,defeated,Forever,excluded,wounded,hopeless,blue,torment,nervous,knowledge,symptoms,youth,suffering,discrimination,unique,overcome,income (real),patient,distressed,solitary,sad,brittle,attitude,requirement,attempt,down,help,guideline,heavy,resulting,disorder,sport,paranoid,achy,suicidal,caregiver,breakdown,problem,opinion,struggle,interested,tired,need,goals,necessary,psychiatrist,children,cruel,report, hopeless,source,panic,attention,counsel,protect,statistics,fragile,dreadful,siblings,talking,feelings,abnormal,kill,nothing, sleep,pain,uncomfortable,review,validation,awareness,quantity,diagnosis,sadness,signs,thesis,moody,worry,prescription,reckless,study,miserable,weight loss,freaking,donut,health,monitor,alarm,sugar,depressed,exercise,adolescents,security,sympathetic,therapy,tragic,injured,love,doomed,desperate,travel,cope,vulnerable,insomnia,exhausted,despair,quest,progressive,crushed,aid,partum,anxious,pattern, numb,crisis,depression,physician,unhappy
2,2012,61.0,69.0,78.0,57.0,79.0,79.0,84.0,75.0,76.0,79.0,79.0,18.7,65.0,78.0,71.0,59.0,36.0,65.0,55.0,80.0,58.0,65.0,85.0,43.0,76.0,68.0,77.0,76.0,80.0,83.0,85.0,74.0,90.0,41.0,53.0,69.0,71.0,80.0,100.0,78.0,69.0,62.0,61.0,85.4,77.0,91.0,64.0,58.0,66.0,84.0,51.0,71.0,81.0,34.0,88.0,51.0,55.0,92.0,37.0,96.0,72.0,81.0,44.0,65.0,78.0,63.0,82.0,76.0,67.0,80.0,76.0,88.0,55.0,84.0,56.0,13.6,17.0,80.0,75.0,65.0,67.0,33.0,53.0,74.0,65.0,37.0,53.0,48.0,71.0,75.0,51.0,88.0,69.0,63.0,65.0,54.0,70.0,84.0,86.0,88.0,71.0,72.0,83.0,64.0,55.0,62.0,66.0,40.0,77.0,82.0,75.0,88.0,77.0,81.0,66.0,49.0,53.0,77.0,79.0,91.0,83.0,49.0,94.0,17.6,84.0,69.0,59.0,36.0,65.0,58.0,11.0,64.0,64.0,48.0,75.0,88.0,73.0,76.0,58.0,93.0,75.0,60.0,51.0,73.0,75.0,60.0,81.0,52.0,51.0,73.0,82.0,85.0,53.0,65.0,62.0,84.0,66.0,59.0,49.0,53.0,74.0,68.0,38.0,78.0,70.0,40.0,76.0,61.0,72.0,56.0,76.0,77.0,71.0,68.0,47826,52.0,45.0,78.0,35.0,70.0,82.0,73.0,66.0,89.0,84.0,50.0,72.0,64.0,70.0,78.0,63.0,57.0,89.0,100.0,80.0,85.0,15.0,47.0,76.0,76.0,88.0,72.0,64.0,78.0,68.0,72.0,54.0,76.0,60.0,85.0,80.0,18.0,89.0,73.0,67.0,53.0,73.0,100.0,80.0,65.0,77.0,80.0,89.0,80.0,63.0,81.0,69.0,60.0,69.0,61.0,69.0,75.0,78.0,18.0,66.0,80.0,68.0,54.0,62.0,73.0,72.0,64.0,69.0,34.0,88.0,69.0,67.0,77.0,46.0,75.0,52.0,88.0,54.0,68.0,77.0,76.0,78.0,62.0,72.0,76.0,66.0,70.0,75.0,84.0,73.0,55.0,39.0,65.0,86.0,53.0,78.0,88.0,79.0,73.0,56.0
3,2012,86.0,78.0,81.0,15.0,83.0,67.0,87.0,79.0,79.0,85.0,94.0,19.8,88.0,92.0,84.0,75.0,51.0,81.0,94.0,95.0,64.0,67.0,82.0,43.0,98.0,81.0,78.0,89.0,78.0,100.0,95.0,99.0,78.0,40.0,50.0,84.0,100.0,88.0,88.0,83.0,75.0,71.0,61.0,83.3,64.0,94.0,73.0,77.0,75.0,85.0,55.0,80.0,93.0,37.0,85.0,81.0,95.0,96.0,49.0,67.0,59.0,89.0,45.0,87.0,89.0,58.0,92.0,43.0,66.0,63.0,89.0,70.0,60.0,92.0,70.0,4.4,68.0,90.0,79.0,69.0,80.0,36.0,47.0,82.0,72.0,40.0,49.0,61.0,66.0,77.0,51.0,100.0,80.0,82.0,69.0,60.0,63.0,72.0,72.0,100.0,78.0,90.0,95.0,78.0,62.0,73.0,84.0,49.0,74.0,87.0,87.0,100.0,95.0,96.0,75.0,40.0,43.0,80.0,84.0,83.0,89.0,45.0,69.0,16.4,79.0,71.0,67.0,37.4,50.0,66.0,14.0,72.0,65.0,68.0,62.0,91.0,68.0,83.0,72.0,96.0,78.0,64.0,57.0,61.0,74.0,66.0,81.0,49.0,49.0,83.0,100.0,94.0,54.0,71.0,87.0,93.0,77.0,100.0,80.0,57.0,69.0,59.0,37.0,69.0,79.0,60.0,83.0,69.0,84.0,73.0,98.0,93.0,83.0,79.0,40112,57.0,75.0,36.0,37.0,100.0,91.0,70.0,76.0,94.0,94.0,72.0,85.0,67.0,82.0,76.0,93.0,63.0,74.0,36.0,98.0,93.0,17.0,50.0,84.0,69.0,92.0,79.0,68.0,70.0,90.0,60.0,63.0,62.0,65.0,81.0,86.0,17.0,79.0,82.0,74.0,40.0,94.0,54.0,66.0,79.0,97.0,77.0,87.0,85.0,51.0,71.0,68.0,79.0,81.0,76.0,69.0,90.0,89.0,30.0,83.0,94.0,64.0,63.0,55.0,90.0,75.0,60.0,73.0,36.0,81.0,82.0,58.0,92.0,71.0,94.0,72.0,81.0,82.0,81.0,82.0,73.0,82.0,56.0,63.0,56.0,67.0,42.0,90.0,72.0,57.0,55.0,39.0,53.0,92.0,76.0,94.0,77.0,89.0,74.0,74.0
4,2012,57.0,67.0,70.0,57.0,74.0,71.0,74.0,86.0,78.0,62.0,79.0,17.0,62.0,64.0,60.0,50.0,36.0,66.0,53.0,75.0,49.0,75.0,79.0,31.0,64.0,76.0,78.0,71.0,72.0,78.0,86.0,72.0,83.0,40.0,67.0,64.0,59.0,81.0,75.0,77.0,62.0,52.0,72.0,81.0,69.0,83.0,52.0,49.0,69.0,73.0,45.0,63.0,85.0,33.0,79.0,39.0,51.0,80.0,44.0,96.0,72.0,67.0,39.0,59.0,71.0,68.0,77.0,70.0,64.0,67.0,79.0,87.0,53.0,69.0,58.0,27.1,12.0,83.0,78.0,56.0,57.0,26.0,34.0,64.0,54.0,44.0,67.0,47.0,67.0,82.0,56.0,88.0,66.0,51.0,63.0,36.0,68.0,81.0,70.0,96.0,70.0,74.0,83.0,69.0,55.0,50.0,55.0,34.0,74.0,83.0,70.0,74.0,64.0,73.0,78.0,42.0,42.0,71.0,79.0,61.0,78.0,25.0,85.0,17.9,90.0,47.0,51.0,35.2,67.0,72.0,11.0,64.0,59.0,56.0,60.0,90.0,55.0,75.0,63.0,88.0,82.0,56.0,43.0,63.0,86.0,50.0,83.0,54.0,61.0,71.0,83.0,87.0,58.0,69.0,56.0,77.0,65.0,54.0,45.0,46.0,100.0,65.0,29.0,86.0,71.0,34.0,66.0,54.0,60.0,53.0,78.0,70.0,64.0,59.0,58328,44.0,47.0,63.0,36.0,60.0,70.0,89.0,66.0,86.0,72.0,57.0,69.0,43.0,59.0,95.0,73.0,46.0,78.0,56.0,82.0,90.0,17.0,48.0,79.0,74.0,81.0,64.0,62.0,71.0,61.0,75.0,58.0,81.0,60.0,79.0,75.0,28.0,79.0,62.0,70.0,55.0,76.0,50.0,81.0,61.0,75.0,83.0,91.0,67.0,61.0,82.0,77.0,53.0,70.0,42.0,81.0,64.0,74.0,15.0,71.0,57.0,72.0,44.0,71.0,59.0,69.0,78.0,52.0,35.0,84.0,65.0,74.0,72.0,43.0,61.0,49.0,71.0,74.0,66.0,81.0,74.0,83.0,65.0,59.0,75.0,66.0,71.0,76.0,63.0,45.0,48.0,71.0,63.0,85.0,46.0,82.0,72.0,71.0,49.0,67.0
5,2012,70.0,62.0,72.0,70.0,75.0,75.0,78.0,84.0,64.0,66.0,72.0,13.7,65.0,72.0,64.0,58.0,44.0,62.0,61.0,84.0,61.0,81.0,80.0,33.0,70.0,70.0,74.0,74.0,81.0,78.0,78.0,71.0,89.0,41.0,46.0,64.0,70.0,71.0,75.0,71.0,73.0,55.0,60.0,89.9,79.0,96.0,51.0,59.0,63.0,78.0,46.0,62.0,74.0,36.0,84.0,46.0,52.0,81.0,77.0,87.0,52.0,73.0,39.0,53.0,70.0,52.0,73.0,71.0,71.0,73.0,81.0,69.0,55.0,83.0,79.0,9.7,17.0,78.0,75.0,60.0,61.0,32.0,52.0,80.0,60.0,38.0,46.0,56.0,63.0,82.0,48.0,83.0,69.0,58.0,58.0,41.0,67.0,80.0,80.0,75.0,67.0,74.0,81.0,67.0,49.0,52.0,56.0,37.0,70.0,82.0,72.0,81.0,73.0,74.0,64.0,41.0,38.0,53.0,80.0,60.0,74.0,33.0,72.0,14.7,72.0,52.0,66.0,36.1,53.0,64.0,11.0,58.0,69.0,47.0,57.0,79.0,80.0,88.0,55.0,90.0,78.0,57.0,38.0,58.0,81.0,45.0,78.0,47.0,40.0,75.0,87.0,72.0,52.0,63.0,59.0,78.0,69.0,51.0,40.0,41.0,57.0,53.0,44.0,76.0,71.0,29.0,67.0,66.0,72.0,69.0,74.0,68.0,75.0,62.0,56765,42.0,45.0,65.0,33.0,67.0,74.0,67.0,65.0,90.0,81.0,49.0,74.0,52.0,69.0,94.0,61.0,63.0,74.0,41.0,75.0,80.0,13.0,45.0,58.0,67.0,80.0,70.0,50.0,70.0,63.0,56.0,64.0,68.0,63.0,85.0,74.0,23.0,73.0,70.0,78.0,51.0,63.0,51.0,71.0,66.0,73.0,68.0,88.0,74.0,48.0,76.0,75.0,60.0,57.0,48.0,66.0,72.0,68.0,19.0,68.0,65.0,64.0,42.0,56.0,67.0,68.0,64.0,67.0,35.0,82.0,70.0,64.0,77.0,46.0,69.0,44.0,89.0,67.0,75.0,72.0,65.0,69.0,68.0,66.0,62.0,65.0,78.0,72.0,65.0,72.0,54.0,43.0,65.0,68.0,61.0,80.0,72.0,78.0,59.0,54.0
6,2012,51.0,81.0,89.0,64.0,90.0,93.0,78.0,75.0,82.0,71.0,89.0,10.7,63.0,68.0,66.0,65.0,37.0,82.0,46.0,84.0,55.0,70.0,82.0,54.0,74.0,78.0,69.0,75.0,82.0,70.0,84.0,77.0,82.0,38.0,48.0,64.0,71.0,81.0,76.0,79.0,67.0,58.0,66.0,89.0,73.0,97.0,56.0,66.0,77.0,83.0,48.0,72.0,79.0,33.0,83.0,62.0,57.0,80.0,54.0,78.0,63.0,77.0,42.0,64.0,88.0,57.0,76.0,38.0,63.0,80.0,82.0,68.0,49.0,86.0,68.0,13.5,21.0,87.0,88.0,67.0,79.0,33.0,44.0,74.0,70.0,37.0,53.0,40.0,84.0,83.0,51.0,90.0,71.0,56.0,65.0,55.0,59.0,74.0,87.0,83.0,68.0,96.0,88.0,60.0,53.0,52.0,61.0,37.0,84.0,75.0,82.0,75.0,70.0,81.0,80.0,43.0,32.0,80.0,81.0,67.0,82.0,30.0,71.0,9.1,83.0,56.0,67.0,40.0,50.0,55.0,10.0,56.0,66.0,60.0,81.0,91.0,70.0,80.0,89.0,85.0,77.0,55.0,47.0,55.0,86.0,49.0,77.0,86.0,64.0,67.0,74.0,82.0,68.0,70.0,69.0,82.0,56.0,70.0,49.0,44.0,80.0,65.0,38.0,78.0,79.0,34.0,69.0,62.0,67.0,80.0,77.0,82.0,62.0,65.0,67276,53.0,58.0,69.0,34.0,59.0,67.0,73.0,68.0,90.0,76.0,75.0,71.0,56.0,83.0,94.0,70.0,57.0,76.0,30.0,84.0,97.0,16.0,54.0,74.0,79.0,85.0,77.0,69.0,91.0,76.0,83.0,61.0,82.0,51.0,75.0,84.0,29.0,85.0,75.0,79.0,57.0,83.0,53.0,89.0,61.0,73.0,78.0,85.0,79.0,65.0,79.0,66.0,67.0,78.0,70.0,83.0,67.0,81.0,20.0,77.0,64.0,64.0,54.0,79.0,63.0,66.0,74.0,67.0,32.0,81.0,68.0,92.0,79.0,64.0,63.0,63.0,86.0,83.0,69.0,74.0,68.0,76.0,67.0,42.0,66.0,96.0,65.0,73.0,86.0,59.0,62.0,57.0,59.0,76.0,47.0,83.0,91.0,87.0,82.0,63.0
7,2012,47.0,67.0,85.0,83.0,78.0,95.0,77.0,78.0,82.0,83.0,100.0,12.0,100.0,75.0,90.0,81.0,27.0,85.0,46.0,91.0,56.0,84.0,90.0,70.0,83.0,79.0,71.0,89.0,100.0,82.0,92.0,85.0,97.0,41.0,51.0,69.0,97.0,100.0,77.0,86.0,79.0,64.0,79.0,87.7,74.0,97.0,100.0,66.0,37.0,90.0,57.0,87.0,85.0,33.0,98.0,65.0,59.0,94.0,50.0,59.0,74.0,83.0,49.0,82.0,89.0,100.0,90.0,37.0,73.0,64.0,90.0,81.0,66.0,92.0,78.0,8.3,26.0,86.0,91.0,71.0,78.0,33.0,38.0,81.0,74.0,50.0,66.0,73.0,68.0,74.0,57.0,96.0,100.0,74.0,79.0,76.0,85.0,74.0,99.0,52.0,69.0,75.0,79.0,75.0,54.0,59.0,91.0,47.0,61.0,82.0,87.0,78.0,75.0,85.0,85.0,41.0,56.0,53.0,86.0,54.0,78.0,84.0,70.0,8.8,70.0,70.0,74.0,38.7,71.0,55.0,10.0,61.0,65.0,69.0,34.0,92.0,75.0,75.0,77.0,92.0,77.0,56.0,38.0,56.0,86.0,50.0,85.0,77.0,62.0,73.0,81.0,89.0,54.0,70.0,74.0,76.0,89.0,49.0,75.0,54.0,89.0,91.0,43.0,89.0,87.0,60.0,86.0,71.0,72.0,57.0,69.0,94.0,80.0,85.0,58415,60.0,63.0,89.0,32.0,60.0,71.0,89.0,72.0,90.0,85.0,77.0,69.0,86.0,84.0,77.0,61.0,49.0,75.0,34.0,87.0,99.0,19.0,58.0,65.0,79.0,91.0,83.0,87.0,87.0,90.0,100.0,56.0,25.0,59.0,66.0,86.0,34.0,94.0,88.0,81.0,80.0,83.0,61.0,82.0,71.0,77.0,79.0,96.0,86.0,51.0,86.0,83.0,88.0,69.0,69.0,80.0,78.0,87.0,19.0,63.0,81.0,71.0,76.0,79.0,74.0,57.0,60.0,62.0,33.0,90.0,67.0,69.0,91.0,65.0,69.0,88.0,91.0,58.0,79.0,77.0,44.0,78.0,61.0,63.0,66.0,58.0,100.0,70.0,79.0,68.0,56.0,88.0,55.0,83.0,54.0,74.0,84.0,77.0,84.0,100.0
8,2012,55.0,62.0,73.0,75.0,71.0,63.0,63.0,79.0,53.0,64.0,68.0,18.2,52.0,68.0,64.0,81.0,34.0,82.0,55.0,71.0,40.0,64.0,93.0,68.0,66.0,62.0,66.0,74.0,71.0,80.0,83.0,82.0,79.0,39.0,43.0,69.0,63.0,74.0,69.0,70.0,56.0,49.0,62.0,87.5,100.0,97.0,54.0,39.0,100.0,75.0,41.0,63.0,69.0,35.0,84.0,51.0,59.0,59.0,52.0,96.0,73.0,58.0,41.0,46.0,78.0,54.0,81.0,100.0,62.0,50.0,80.0,77.0,58.0,85.0,61.0,13.5,32.0,82.0,56.0,100.0,74.0,28.0,37.0,68.0,67.0,59.0,58.0,46.0,61.0,68.0,58.0,79.0,61.0,47.0,57.0,47.0,71.0,74.0,88.0,59.0,56.0,63.0,63.0,46.0,51.0,53.0,57.0,29.0,65.0,89.0,70.0,72.0,86.0,68.0,61.0,36.0,38.0,69.0,82.0,44.0,77.0,36.0,61.0,5.9,66.0,50.0,57.0,33.9,56.0,51.0,9.0,77.0,57.0,52.0,71.0,80.0,75.0,68.0,54.0,79.0,62.0,63.0,39.0,45.0,66.0,45.0,74.0,55.0,31.0,53.0,80.0,73.0,44.0,43.0,33.0,69.0,52.0,49.0,35.0,42.0,64.0,100.0,48.0,75.0,78.0,21.0,53.0,71.0,74.0,61.0,68.0,94.0,60.0,53.0,66583,70.0,48.0,62.0,26.0,47.0,56.0,96.0,47.0,80.0,66.0,64.0,69.0,26.0,59.0,98.0,62.0,58.0,56.0,27.0,82.0,68.0,18.0,56.0,73.0,83.0,71.0,67.0,51.0,83.0,67.0,70.0,66.0,72.0,51.0,64.0,75.0,100.0,70.0,68.0,79.0,44.0,77.0,52.0,79.0,66.0,68.0,69.0,85.0,86.0,46.0,68.0,66.0,70.0,42.0,42.0,47.0,77.0,47.0,20.0,67.0,64.0,73.0,44.0,54.0,70.0,52.0,67.0,71.0,29.0,74.0,61.0,65.0,72.0,44.0,89.0,40.0,68.0,45.0,72.0,77.0,55.0,61.0,70.0,59.0,72.0,63.0,74.0,61.0,43.0,63.0,48.0,75.0,64.0,83.0,31.0,82.0,98.0,65.0,64.0,68.0
9,2012,52.0,67.0,73.0,64.0,75.0,73.0,76.0,70.0,74.0,75.0,77.0,17.1,66.0,73.0,65.0,57.0,48.0,57.0,87.0,77.0,50.0,60.0,83.0,27.0,74.0,71.0,75.0,70.0,74.0,82.0,88.0,76.0,73.0,39.0,100.0,69.0,67.0,75.0,77.0,75.0,63.0,64.0,60.0,85.8,69.0,100.0,61.0,59.0,76.0,89.0,46.0,64.0,78.0,33.0,91.0,41.0,59.0,81.0,45.0,80.0,72.0,76.0,42.0,58.0,73.0,77.0,80.0,56.0,60.0,70.0,67.0,76.0,60.0,73.0,62.0,19.3,16.0,91.0,81.0,58.0,62.0,30.0,39.0,72.0,56.0,39.0,40.0,44.0,79.0,68.0,49.0,88.0,70.0,60.0,63.0,47.0,59.0,72.0,78.0,75.0,73.0,80.0,75.0,64.0,52.0,49.0,64.0,38.0,65.0,85.0,72.0,85.0,79.0,74.0,72.0,36.0,48.0,68.0,81.0,66.0,72.0,35.0,72.0,20.1,76.0,48.0,58.0,40.8,61.0,51.0,11.0,71.0,54.0,59.0,66.0,87.0,65.0,78.0,66.0,82.0,70.0,60.0,49.0,58.0,73.0,51.0,77.0,54.0,53.0,74.0,83.0,83.0,46.0,54.0,61.0,76.0,78.0,63.0,50.0,52.0,76.0,56.0,39.0,78.0,80.0,35.0,76.0,57.0,66.0,48.0,69.0,68.0,70.0,68.0,45040,57.0,46.0,59.0,30.0,59.0,78.0,74.0,69.0,88.0,80.0,51.0,68.0,57.0,65.0,95.0,61.0,46.0,63.0,34.0,79.0,87.0,14.0,51.0,80.0,80.0,88.0,68.0,66.0,89.0,89.0,77.0,52.0,75.0,54.0,75.0,77.0,23.0,82.0,64.0,69.0,57.0,75.0,55.0,90.0,76.0,76.0,77.0,84.0,80.0,52.0,73.0,54.0,67.0,78.0,57.0,67.0,77.0,70.0,27.0,78.0,74.0,60.0,46.0,64.0,74.0,66.0,61.0,62.0,30.0,84.0,66.0,69.0,80.0,41.0,72.0,55.0,72.0,60.0,74.0,82.0,76.0,73.0,61.0,54.0,72.0,61.0,69.0,66.0,87.0,79.0,51.0,42.0,56.0,83.0,43.0,82.0,69.0,70.0,85.0,62.0
10,2012,61.0,67.0,71.0,77.0,70.0,72.0,72.0,71.0,67.0,67.0,80.0,19.2,60.0,69.0,59.0,58.0,49.0,65.0,62.0,81.0,51.0,64.0,90.0,31.0,77.0,65.0,64.0,69.0,72.0,83.0,90.0,79.0,70.0,39.0,64.0,80.0,74.0,75.0,79.0,78.0,64.0,56.0,57.0,84.4,74.0,88.0,50.0,55.0,60.0,77.0,48.0,60.0,82.0,32.0,82.0,51.0,79.0,71.0,41.0,86.0,77.0,78.0,43.0,61.0,75.0,75.0,81.0,77.0,60.0,58.0,70.0,78.0,58.0,80.0,60.0,9.7,18.0,91.0,69.0,56.0,64.0,30.0,36.0,75.0,54.0,39.0,46.0,57.0,68.0,65.0,42.0,90.0,64.0,67.0,59.0,39.0,70.0,74.0,75.0,72.0,68.0,74.0,73.0,53.0,55.0,54.0,69.0,37.0,64.0,89.0,77.0,80.0,96.0,75.0,64.0,44.0,46.0,69.0,89.0,70.0,73.0,49.0,59.0,18.4,66.0,52.0,62.0,35.4,61.0,52.0,10.0,83.0,50.0,66.0,60.0,86.0,73.0,81.0,55.0,86.0,66.0,64.0,49.0,50.0,69.0,53.0,74.0,48.0,45.0,66.0,79.0,85.0,47.0,49.0,61.0,75.0,65.0,59.0,47.0,51.0,69.0,56.0,37.0,78.0,74.0,26.0,65.0,61.0,80.0,57.0,73.0,69.0,66.0,77.0,47209,50.0,49.0,53.0,28.0,63.0,74.0,68.0,68.0,85.0,85.0,40.0,68.0,43.0,64.0,76.0,59.0,62.0,56.0,31.0,75.0,81.0,12.0,52.0,80.0,80.0,88.0,68.0,62.0,84.0,78.0,83.0,48.0,80.0,52.0,79.0,77.0,21.0,71.0,59.0,75.0,49.0,82.0,56.0,84.0,79.0,78.0,78.0,84.0,84.0,55.0,65.0,57.0,66.0,67.0,47.0,55.0,87.0,67.0,40.0,85.0,67.0,64.0,59.0,60.0,84.0,56.0,54.0,56.0,26.0,78.0,76.0,65.0,74.0,39.0,69.0,46.0,59.0,63.0,73.0,88.0,57.0,70.0,51.0,54.0,63.0,62.0,62.0,60.0,53.0,78.0,54.0,53.0,63.0,89.0,46.0,89.0,66.0,70.0,60.0,62.0
11,2012,51.0,60.0,64.0,81.0,73.0,65.0,70.0,93.0,100.0,63.0,76.0,11.6,71.0,74.0,73.0,54.0,47.0,79.0,40.0,82.0,58.0,65.0,81.0,53.0,79.0,71.0,81.0,76.0,76.0,82.0,88.0,80.0,77.0,46.0,45.0,62.0,55.0,90.0,70.0,87.0,84.0,65.0,59.0,90.3,54.0,81.0,65.0,51.0,56.0,82.0,71.0,75.0,100.0,100.0,74.0,60.0,53.0,91.0,40.0,70.0,84.0,83.0,100.0,79.0,80.0,79.0,86.0,43.0,58.0,91.0,70.0,94.0,68.0,77.0,56.0,18.1,14.0,93.0,97.0,83.0,57.0,47.0,28.0,68.0,64.0,100.0,60.0,55.0,87.0,61.0,54.0,83.0,88.0,65.0,69.0,61.0,74.0,100.0,61.0,100.0,100.0,72.0,85.0,71.0,47.0,59.0,65.0,46.0,72.0,100.0,63.0,77.0,65.0,71.0,100.0,40.0,31.0,66.0,83.0,69.0,62.0,31.0,97.0,6.9,83.0,56.0,46.0,38.4,100.0,53.0,11.0,57.0,66.0,45.0,65.0,89.0,60.0,79.0,83.0,76.0,70.0,56.0,46.0,48.0,78.0,36.0,68.0,79.0,100.0,98.0,95.0,80.0,41.0,78.0,52.0,69.0,55.0,66.0,44.0,44.0,96.0,67.0,44.0,82.0,67.0,36.0,78.0,83.0,55.0,55.0,84.0,91.0,60.0,100.0,66259,49.0,44.0,45.0,35.0,71.0,99.0,94.0,62.0,87.0,76.0,76.0,77.0,59.0,63.0,82.0,62.0,50.0,62.0,66.0,78.0,97.0,14.0,42.0,77.0,70.0,82.0,67.0,68.0,62.0,66.0,58.0,79.0,66.0,62.0,83.0,98.0,28.0,95.0,74.0,80.0,65.0,98.0,48.0,93.0,68.0,72.0,77.0,83.0,70.0,77.0,96.0,42.0,78.0,74.0,46.0,73.0,65.0,97.0,13.0,68.0,54.0,56.0,52.0,45.0,58.0,56.0,60.0,59.0,30.0,100.0,71.0,65.0,91.0,78.0,73.0,74.0,72.0,69.0,67.0,95.0,44.0,84.0,100.0,85.0,82.0,72.0,75.0,77.0,71.0,45.0,42.0,43.0,55.0,67.0,56.0,78.0,75.0,72.0,60.0,73.0
12,2012,74.0,75.0,76.0,66.0,78.0,67.0,88.0,82.0,78.0,79.0,83.0,15.9,83.0,92.0,82.0,52.0,38.0,69.0,63.0,92.0,60.0,67.0,69.0,47.0,78.0,84.0,86.0,76.0,79.0,95.0,85.0,100.0,83.0,38.0,43.0,67.0,83.0,71.0,80.0,75.0,78.0,74.0,66.0,88.6,63.0,79.0,62.0,47.0,53.0,83.0,58.0,80.0,83.0,39.0,90.0,66.0,64.0,100.0,63.0,54.0,46.0,88.0,41.0,66.0,88.0,52.0,87.0,39.0,93.0,65.0,86.0,64.0,69.0,96.0,77.0,6.0,22.0,73.0,83.0,69.0,71.0,50.0,62.0,82.0,74.0,30.0,47.0,31.0,87.0,84.0,46.0,88.0,74.0,76.0,74.0,68.0,66.0,77.0,72.0,75.0,75.0,67.0,91.0,79.0,60.0,63.0,85.0,42.0,85.0,81.0,79.0,92.0,90.0,80.0,75.0,42.0,83.0,100.0,89.0,74.0,73.0,30.0,74.0,16.2,100.0,76.0,76.0,34.7,76.0,56.0,11.0,52.0,62.0,48.0,57.0,77.0,80.0,100.0,65.0,88.0,86.0,59.0,70.0,64.0,75.0,100.0,82.0,46.0,61.0,78.0,81.0,76.0,71.0,60.0,79.0,80.0,95.0,65.0,52.0,57.0,57.0,77.0,40.0,75.0,82.0,58.0,73.0,60.0,72.0,82.0,97.0,67.0,80.0,74.0,45489,55.0,65.0,79.0,37.0,92.0,79.0,80.0,72.0,90.0,97.0,63.0,91.0,59.0,84.0,83.0,69.0,61.0,75.0,33.0,94.0,91.0,13.0,54.0,63.0,71.0,87.0,83.0,70.0,54.0,76.0,71.0,74.0,100.0,68.0,79.0,94.0,24.0,90.0,100.0,93.0,56.0,76.0,49.0,64.0,63.0,82.0,72.0,90.0,76.0,28.0,85.0,57.0,65.0,71.0,67.0,64.0,79.0,86.0,25.0,64.0,80.0,78.0,53.0,73.0,74.0,71.0,54.0,83.0,37.0,76.0,87.0,64.0,93.0,66.0,67.0,64.0,93.0,92.0,69.0,69.0,67.0,83.0,64.0,63.0,64.0,57.0,46.0,92.0,84.0,64.0,63.0,58.0,57.0,68.0,100.0,84.0,78.0,89.0,73.0,52.0
